UF	CITY	POPULATION
PR	Enéas Marques	5974
PR	Engenheiro Beltrão	13867
PR	Entre Rios do Oeste	3842
PR	Esperança Nova	1887
PR	Espigão Alto do Iguaçu	5104
PR	Farol	3394
PR	Faxinal	15527
PR	Fazenda Rio Grande	75006
PR	Fênix	4871
PR	Fernandes Pinheiro	5688
PR	Figueira	8380
PR	Flor da Serra do Sul	4685
PR	Floraí	5051
PR	Floresta	5215
PR	Florestópolis	11571
PR	Flórida	2448
PR	Formosa do Oeste	7532
PR	Foz do Iguaçu	311336
PR	Foz do Jordão	5832
PR	Francisco Alves	6342
PR	Francisco Beltrão	72409
PR	General Carneiro	14591
PR	Godoy Moreira	3568
PR	Goioerê	28941
PR	Goioxim	7993
PR	Grandes Rios	7641
PR	Guaíra	28683
PR	Guairaçá	5721
PR	Guamiranga	7548
PR	Guapirama	3639
PR	Guaporema	2190
PR	Guaraci	4993
PR	Guaraniaçu	15959
PR	Guarapuava	164567
PR	Guaraqueçaba	7732
PR	Guaratuba	30793
PR	Honório Serpa	6169
PR	Ibaiti	28050
PR	Ibema	5927
PR	Ibiporã	45158
PR	Icaraíma	9212
PR	Iguaraçu	3741
PR	Iguatu	2286
PR	Imbaú	11191
PR	Imbituva	27044
PR	Inácio Martins	11036
PR	Inajá	2810
PR	Indianópolis	4138
PR	Ipiranga	13993
PR	Iporã	15086
PR	Iracema do Oeste	2580
PR	Irati	54151
PR	Iretama	11174
PR	Itaguajé	4508
PR	Itaipulândia	8581
PR	Itambaracá	6935
PR	Itambé	5897
PR	Itapejara d'Oeste	10537
PR	Itaperuçu	22021
PR	Itaúna do Sul	3699
PR	Ivaí	12840
PR	Ivaiporã	31344
PR	Ivaté	7792
PR	Ivatuba	2715
PR	Jaboti	5019
PR	Jacarezinho	39327
PR	Jaguapitã	11782
PR	Jaguariaíva	31865
PR	Jandaia do Sul	19534
PR	Janiópolis	7032
PR	Japira	4694
PR	Japurá	8248
PR	Jardim Alegre	14315
PR	Jardim Olinda	1461
PR	Jataizinho	11244
PR	Jesuítas	8825
PR	Joaquim Távora	10247
PR	Jundiaí do Sul	3654
PR	Juranda	7684
PR	Jussara	6090
PR	Kaloré	4664
PR	Lapa	41679
PR	Laranjal	6322
PR	Laranjeiras do Sul	30481
PR	Leópolis	4230
PR	Lidianópolis	4123
PR	Lindoeste	5446
PR	Loanda	19464
PR	Lobato	4219
PR	Londrina	497833
PR	Luiziana	7204
PR	Lunardelli	5082
PR	Lupionópolis	4375
PR	Mallet	12414
PR	Mamborê	14132
PR	Mandaguaçu	18259
PR	Mandaguari	31890
PR	Mandirituba	20408
PR	Manfrinópolis	3306
PR	Mangueirinha	17119
PR	Manoel Ribas	12762
PR	Marechal Cândido Rondon	44562
PR	Maria Helena	6012
PR	Marialva	30017
PR	Marilândia do Sul	8932
PR	Marilena	6541
PR	Mariluz	10461
PR	Maringá	325968
PR	Mariópolis	5805
PR	Maripá	5571
PR	Marmeleiro	13156
PR	Marquinho	5205
PR	Marumbi	4142
PR	Matelândia	15404
PR	Matinhos	23357
PR	Mato Rico	4156
PR	Mauá da Serra	7814
PR	Medianeira	38397
PR	Mercedes	4713
PR	Mirador	2336
PR	Miraselva	1899
PR	Missal	10412
PR	Moreira Sales	12926
PR	Morretes	16198
PR	Munhoz de Melo	3552
PR	Nossa Senhora das Graças	3903
PR	Nova Aliança do Ivaí	1377
PR	Nova América da Colina	3298
PR	Nova Aurora	11753
PR	Nova Cantu	7795
PR	Nova Esperança	25719
PR	Nova Esperança do Sudoeste	5182
PR	Nova Fátima	8054
PR	Nova Laranjeiras	11302
PR	Nova Londrina	12619
PR	Nova Olímpia	5227
PR	Nova Prata do Iguaçu	10452
PR	Nova Santa Bárbara	3802
PR	Nova Santa Rosa	7582
PR	Nova Tebas	8317
PR	Novo Itacolomi	2747
PR	Ortigueira	24397
PR	Ourizona	3296
PR	Ouro Verde do Oeste	5465
PR	Paiçandu	34640
PR	Palmas	40485
PR	Palmeira	31234
PR	Palmital	15454
PR	Palotina	27545
PR	Paraíso do Norte	11169
PR	Paranacity	9513
PR	Paranaguá	133559
PR	Paranapoema	2656
PR	Paranavaí	79110
PR	Pato Bragado	4631
PR	Pato Branco	66680
PR	Paula Freitas	5457
PR	Paulo Frontin	7032
PR	Peabiru	13029
PR	Perobal	5055
PR	Pérola	9334
PR	Pérola d'Oeste	7046
PR	Piên	11083
PR	Pinhais	112038
PR	Pinhal de São Bento	2524
PR	Pinhalão	5893
PR	Pinhão	29113
PR	Piraí do Sul	23170
PR	Piraquara	82006
PR	Pitanga	34310
PR	Pitangueiras	2664
PR	Planaltina do Paraná	3791
PR	Planalto	13649
PR	Ponta Grossa	306351
PR	Pontal do Paraná	16625
PR	Porecatu	14174
PR	Porto Amazonas	4212
PR	Porto Barreiro	3761
PR	Porto Rico	2462
PR	Porto Vitória	3779
PR	Prado Ferreira	3344
PR	Pranchita	5811
PR	Presidente Castelo Branco	4674
PR	Primeiro de Maio	10753
PR	Prudentópolis	48708
PR	Quarto Centenário	4848
PR	Quatiguá	6877
PR	Quatro Barras	18125
PR	Quatro Pontes	3669
PR	Quedas do Iguaçu	30181
PR	Querência do Norte	11804
PR	Quinta do Sol	5173
PR	Quitandinha	15897
PR	Ramilândia	4147
PR	Rancho Alegre	4001
PR	Rancho Alegre D'Oeste	2928
PR	Realeza	15809
PR	Rebouças	14053
PR	Renascença	6762
PR	Reserva	24249
PR	Reserva do Iguaçu	7094
PR	Ribeirão Claro	10882
PR	Ribeirão do Pinhal	13389
PR	Rio Azul	13248
PR	Rio Bom	3260
PR	Rio Bonito do Iguaçu	14450
PR	Rio Branco do Ivaí	3850
PR	Rio Branco do Sul	31486
PR	Rio Negro	29862
PR	Rolândia	53437
PR	Roncador	12265
PR	Rondon	9023
PR	Rosário do Ivaí	5823
PR	Sabáudia	5447
PR	Salgado Filho	4666
PR	Salto do Itararé	5087
PR	Salto do Lontra	12480
PR	Santa Amélia	4062
PR	Santa Cecília do Pavão	3676
PR	Santa Cruz de Monte Castelo	7924
PR	Santa Fé	9774
PR	Santa Helena	22794
PR	Santa Inês	1878
PR	Santa Isabel do Ivaí	8509
PR	Santa Izabel do Oeste	11434
PR	Santa Lúcia	3725
PR	Santa Maria do Oeste	11548
PR	Santa Mariana	11992
PR	Santa Mônica	3453
PR	Santa Tereza do Oeste	9378
PR	Santa Terezinha de Itaipu	19552
PR	Santana do Itararé	5537
PR	Santo Antônio da Platina	40480
PR	Santo Antônio do Caiuá	2692
PR	Santo Antônio do Paraíso	2354
PR	Santo Antônio do Sudoeste	18565
PR	Santo Inácio	4876
PR	São Carlos do Ivaí	5817
PR	São Jerônimo da Serra	11563
PR	São João	10900
PR	São João do Caiuá	5979
PR	São João do Ivaí	11854
PR	São João do Triunfo	13611
PR	São Jorge do Ivaí	5286
PR	São Jorge do Patrocínio	6031
PR	São Jorge d'Oeste	8979
PR	São José da Boa Vista	6293
PR	São José das Palmeiras	3873
PR	São José dos Pinhais	263622
PR	São Manoel do Paraná	2093
PR	São Mateus do Sul	39152
PR	São Miguel do Iguaçu	25341
PR	São Pedro do Iguaçu	6540
PR	São Pedro do Ivaí	9569
PR	São Pedro do Paraná	2532
PR	São Sebastião da Amoreira	8681
PR	São Tomé	5279
PR	Sapopema	6638
PR	Sarandi	79686
PR	Saudade do Iguaçu	4931
PR	Sengés	19356
PR	Serranópolis do Iguaçu	4327
PR	Sertaneja	5894
PR	Sertanópolis	15485
PR	Siqueira Campos	16663
PR	Sulina	3445
PR	Tamarana	10887
PR	Tamboara	4564
PR	Tapejara	14498
PR	Tapira	5829
PR	Teixeira Soares	9781
PR	Telêmaco Borba	65797
PR	Terra Boa	14588
PR	Terra Rica	14405
PR	Terra Roxa	16208
PR	Tibagi	18710
PR	Tijucas do Sul	13091
PR	Toledo	109857
PR	Tomazina	8814
PR	Três Barras do Paraná	11718
PR	Tunas do Paraná	5921
PR	Tuneiras do Oeste	8598
PR	Tupãssi	7755
PR	Turvo	14025
PR	Ubiratã	21214
PR	Umuarama	95153
PR	União da Vitória	51043
PR	Uniflor	2402
PR	Uraí	11489
PR	Ventania	10275
PR	Vera Cruz do Oeste	9099
PR	Verê	8002
PR	Virmond	4024
PR	Vitorino	6310
PR	Wenceslau Braz	18691
PR	Xambrê	5818
SC	Abdon Batista	2726
SC	Abelardo Luz	16374
SC	Agrolândia	9080
SC	Agronômica	4677
SC	Água Doce	6756
SC	Águas de Chapecó	6086
SC	Águas Frias	2551
SC	Águas Mornas	4410
SC	Alfredo Wagner	9754
SC	Alto Bela Vista	2021
SC	Anchieta	6587
SC	Angelina	5322
SC	Anita Garibaldi	9141
SC	Anitápolis	3175
SC	Antônio Carlos	7087
SC	Apiúna	10270
SC	Arabutã	3962
SC	Araquari	21278
SC	Araranguá	57119
SC	Armazém	7312
SC	Arroio Trinta	3516
SC	Arvoredo	2193
SC	Ascurra	6761
SC	Atalanta	3317
SC	Aurora	5399
SC	Balneário Arroio do Silva	8089
SC	Balneário Barra do Sul	7278
SC	Balneário Camboriú	94344
SC	Balneário Gaivota	7307
SC	Balneário Piçarras	13760
SC	Bandeirante	3028
SC	Barra Bonita	2064
SC	Barra Velha	18575
SC	Bela Vista do Toldo	5909
SC	Belmonte	2681
SC	Benedito Novo	9841
SC	Biguaçu	53444
SC	Blumenau	292972
SC	Bocaina do Sul	3047
SC	Bom Jardim da Serra	4214
SC	Bom Jesus	2296
SC	Bom Jesus do Oeste	2026
SC	Bom Retiro	8258
SC	Bombinhas	12456
SC	Botuverá	4127
SC	Braço do Norte	27730
SC	Braço do Trombudo	3288
SC	Brunópolis	2934
SC	Brusque	94962
SC	Caçador	67556
SC	Caibi	6217
SC	Calmon	4012
SC	Camboriú	53388
SC	Campo Alegre	11391
SC	Campo Belo do Sul	7968
SC	Campo Erê	9590
SC	Campos Novos	28447
SC	Canelinha	9696
SC	Canoinhas	52677
SC	Capão Alto	3210
SC	Capinzal	18465
SC	Capivari de Baixo	20064
SC	Catanduvas	8733
SC	Caxambu do Sul	4885
SC	Celso Ramos	2671
SC	Cerro Negro	3948
SC	Chapadão do Lageado	2749
SC	Chapecó	164803
SC	Cocal do Sul	14563
SC	Concórdia	67249
SC	Cordilheira Alta	3361
SC	Coronel Freitas	10246
SC	Coronel Martins	2481
SC	Correia Pinto	14838
SC	Corupá	12758
SC	Criciúma	185506
SC	Cunha Porã	10638
SC	Cunhataí	1874
SC	Curitibanos	37493
SC	Descanso	8705
SC	Dionísio Cerqueira	14792
SC	Dona Emma	3441
SC	Doutor Pedrinho	3294
SC	Entre Rios	2979
SC	Ermo	1843
SC	Erval Velho	4098
SC	Faxinal dos Guedes	10339
SC	Flor do Sertão	1640
SC	Florianópolis	396723
SC	Formosa do Sul	2620
SC	Forquilhinha	20719
SC	Fraiburgo	34889
SC	Frei Rogério	2655
SC	Galvão	3493
SC	Garopaba	16399
SC	Garuva	13393
SC	Gaspar	52428
SC	Governador Celso Ramos	12175
SC	Grão Pará	6051
SC	Gravatal	10510
SC	Guabiruba	16095
SC	Guaraciaba	10604
SC	Guaramirim	29932
SC	Guarujá do Sul	4722
SC	Guatambú	4505
SC	Herval d'Oeste	18942
SC	Ibiam	1987
SC	Ibicaré	3390
SC	Ibirama	16716
SC	Içara	54107
SC	Ilhota	11552
SC	Imaruí	11675
SC	Imbituba	36231
SC	Imbuia	5501
SC	Indaial	47686
SC	Iomerê	2558
SC	Ipira	4705
SC	Iporã do Oeste	8091
SC	Ipuaçu	6566
SC	Ipumirim	7118
SC	Iraceminha	4261
SC	Irani	9313
SC	Irati	2025
SC	Irineópolis	10287
SC	Itá	6417
SC	Itaiópolis	19752
SC	Itajaí	163218
SC	Itapema	33766
SC	Itapiranga	15238
SC	Itapoá	10719
SC	Ituporanga	20577
SC	Jaborá	4032
SC	Jacinto Machado	10738
SC	Jaguaruna	15668
SC	Jaraguá do Sul	129973
SC	Jardinópolis	1851
SC	Joaçaba	24435
SC	Joinville	487003
SC	José Boiteux	4840
SC	Jupiá	2134
SC	Lacerdópolis	2190
SC	Lages	161583
SC	Laguna	50179
SC	Lajeado Grande	1461
SC	Laurentino	5483
SC	Lauro Muller	13700
SC	Lebon Régis	11735
SC	Leoberto Leal	3589
SC	Lindóia do Sul	4560
SC	Lontras	9180
SC	Luiz Alves	8986
SC	Luzerna	5391
SC	Macieira	1760
SC	Mafra	51014
SC	Major Gercino	2842
SC	Major Vieira	7337
SC	Maracajá	5909
SC	Maravilha	21684
SC	Marema	2282
SC	Massaranduba	13777
SC	Matos Costa	2818
SC	Meleiro	6880
SC	Mirim Doce	2545
SC	Modelo	3772
SC	Mondaí	9126
SC	Monte Carlo	8854
SC	Monte Castelo	8113
SC	Morro da Fumaça	15426
SC	Morro Grande	2727
SC	Navegantes	52638
SC	Nova Erechim	4118
SC	Nova Itaberaba	4117
SC	Nova Trento	11325
SC	Nova Veneza	12536
SC	Novo Horizonte	2902
SC	Orleans	20859
SC	Otacílio Costa	15693
SC	Ouro	7095
SC	Ouro Verde	2152
SC	Paial	1821
SC	Painel	2297
SC	Palhoça	122471
SC	Palma Sola	7942
SC	Palmeira	2334
SC	Palmitos	16061
SC	Papanduva	17056
SC	Paraíso	4195
SC	Passo de Torres	5313
SC	Passos Maia	4472
SC	Paulo Lopes	6830
SC	Pedras Grandes	4817
SC	Penha	20868
SC	Peritiba	2944
SC	Petrolândia	6064
SC	Pinhalzinho	14691
SC	Pinheiro Preto	2912
SC	Piratuba	4570
SC	Planalto Alegre	2639
SC	Pomerode	25261
SC	Ponte Alta	5080
SC	Ponte Alta do Norte	3500
SC	Ponte Serrada	11210
SC	Porto Belo	13301
SC	Porto União	32256
SC	Pouso Redondo	13722
SC	Praia Grande	7120
SC	Presidente Castello Branco	1757
SC	Presidente Getúlio	13651
SC	Presidente Nereu	2259
SC	Princesa	2604
SC	Quilombo	10871
SC	Rancho Queimado	2772
SC	Rio das Antas	6054
SC	Rio do Campo	6043
SC	Rio do Oeste	6795
SC	Rio do Sul	56919
SC	Rio dos Cedros	9685
SC	Rio Fortuna	4468
SC	Rio Negrinho	42237
SC	Rio Rufino	2433
SC	Riqueza	4998
SC	Rodeio	10773
SC	Romelândia	5738
SC	Salete	7432
SC	Saltinho	4072
SC	Salto Veloso	4172
SC	Sangão	10300
SC	Santa Cecília	15311
SC	Santa Helena	2437
SC	Santa Rosa de Lima	2031
SC	Santa Rosa do Sul	7949
SC	Santa Terezinha	9025
SC	Santa Terezinha do Progresso	3044
SC	Santiago do Sul	1450
SC	Santo Amaro da Imperatriz	17602
SC	São Bento do Sul	72548
SC	São Bernardino	2653
SC	São Bonifácio	3178
SC	São Carlos	10372
SC	São Cristovão do Sul	4850
SC	São Domingos	9346
SC	São Francisco do Sul	37613
SC	São João Batista	22089
SC	São João do Itaperiú	3289
SC	São João do Oeste	6020
SC	São João do Sul	6916
SC	São Joaquim	24058
SC	São José	196887
SC	São José do Cedro	13699
SC	São José do Cerrito	10304
SC	São Lourenço do Oeste	21799
SC	São Ludgero	10246
SC	São Martinho	3194
SC	São Miguel da Boa Vista	1972
SC	São Miguel do Oeste	33806
SC	São Pedro de Alcântara	4765
SC	Saudades	8587
SC	Schroeder	12776
SC	Seara	17121
SC	Serra Alta	3200
SC	Siderópolis	12470
SC	Sombrio	24424
SC	Sul Brasil	3061
SC	Taió	16838
SC	Tangará	8410
SC	Tigrinhos	1741
SC	Tijucas	27944
SC	Timbé do Sul	5133
SC	Timbó	33326
SC	Timbó Grande	6979
SC	Três Barras	17937
SC	Treviso	3498
SC	Treze de Maio	6599
SC	Treze Tílias	5641
SC	Trombudo Central	6221
SC	Tubarão	92569
SC	Tunápolis	4650
SC	Turvo	11031
SC	União do Oeste	3058
SC	Urubici	10439
SC	Urupema	2501
SC	Urussanga	18588
SC	Vargeão	3560
SC	Vargem	3110
SC	Vargem Bonita	4321
SC	Vidal Ramos	5981
SC	Videira	44479
SC	Vitor Meireles	5563
SC	Witmarsum	3431
SC	Xanxerê	40228
SC	Xavantina	4218
SC	Xaxim	24318
SC	Zortéa	2868
RS	Aceguá	4138
RS	Água Santa	3565
RS	Agudo	16714
RS	Ajuricaba	7261
RS	Alecrim	7357
RS	Alegrete	78188
RS	Alegria	4789
RS	Almirante Tamandaré do Sul	2158
RS	Alpestre	8972
RS	Alto Alegre	1940
RS	Alto Feliz	2934
RS	Alvorada	207142
RS	Amaral Ferrador	6232
RS	Ametista do Sul	8058
RS	André da Rocha	1206
RS	Anta Gorda	6163
RS	Antônio Prado	13591
RS	Arambaré	3825
RS	Araricá	4781
RS	Aratiba	6616
RS	Arroio do Meio	18079
RS	Arroio do Padre	2734
RS	Arroio do Sal	6635
RS	Arroio do Tigre	12638
RS	Arroio dos Ratos	13619
RS	Arroio Grande	18358
RS	Arvorezinha	10210
RS	Augusto Pestana	7273
RS	Áurea	3715
RS	Bagé	112550
RS	Balneário Pinhal	10517
RS	Barão	5293
RS	Barão de Cotegipe	6519
RS	Barão do Triunfo	6924
RS	Barra do Guarita	2969
RS	Barra do Quaraí	3776
RS	Barra do Ribeiro	11478
RS	Barra do Rio Azul	2035
RS	Barra Funda	2338
RS	Barracão	5306
RS	Barros Cassal	11450
RS	Benjamin Constant do Sul	2256
RS	Bento Gonçalves	100643
RS	Boa Vista das Missões	2066
RS	Boa Vista do Buricá	6468
RS	Boa Vista do Cadeado	2447
RS	Boa Vista do Incra	2447
RS	Boa Vista do Sul	2663
RS	Bom Jesus	11843
RS	Bom Princípio	10910
RS	Bom Progresso	2441
RS	Bom Retiro do Sul	11130
RS	Boqueirão do Leão	7825
RS	Bossoroca	7652
RS	Bozano	2296
RS	Braga	3826
RS	Brochier	4701
RS	Butiá	19717
RS	Caçapava do Sul	32574
RS	Cacequi	13629
RS	Cachoeira do Sul	84629
RS	Cachoeirinha	112603
RS	Cacique Doble	4824
RS	Caibaté	5080
RS	Caiçara	5184
RS	Camaquã	60563
RS	Camargo	2471
RS	Cambará do Sul	6959
RS	Campestre da Serra	3205
RS	Campina das Missões	6342
RS	Campinas do Sul	5588
RS	Campo Bom	56595
RS	Campo Novo	5581
RS	Campos Borges	3564
RS	Candelária	29444
RS	Cândido Godói	6634
RS	Candiota	8236
RS	Canela	38315
RS	Canguçu	53547
RS	Canoas	326458
RS	Canudos do Vale	1941
RS	Capão Bonito do Sul	1837
RS	Capão da Canoa	37405
RS	Capão do Cipó	3180
RS	Capão do Leão	23655
RS	Capela de Santana	10950
RS	Capitão	2595
RS	Capivari do Sul	3339
RS	Caraá	7131
RS	Carazinho	58196
RS	Carlos Barbosa	23960
RS	Carlos Gomes	1719
RS	Casca	8381
RS	Caseiros	2989
RS	Catuípe	9499
RS	Caxias do Sul	399038
RS	Centenário	3031
RS	Cerrito	6629
RS	Cerro Branco	4465
RS	Cerro Grande	2577
RS	Cerro Grande do Sul	9233
RS	Cerro Largo	12484
RS	Chapada	9440
RS	Charqueadas	33708
RS	Charrua	3581
RS	Chiapetta	4078
RS	Chuí	5278
RS	Chuvisca	4874
RS	Cidreira	10883
RS	Ciríaco	4945
RS	Colinas	2404
RS	Colorado	3744
RS	Condor	6607
RS	Constantina	9842
RS	Coqueiro Baixo	1566
RS	Coqueiros do Sul	3106
RS	Coronel Barros	2441
RS	Coronel Bicaco	7873
RS	Coronel Pilar	1658
RS	Cotiporã	4577
RS	Coxilha	2916
RS	Crissiumal	14726
RS	Cristal	7026
RS	Cristal do Sul	2967
RS	Cruz Alta	63450
RS	Cruzaltense	2273
RS	Cruzeiro do Sul	12171
RS	David Canabarro	4704
RS	Derrubadas	3378
RS	Dezesseis de Novembro	2968
RS	Dilermando de Aguiar	3129
RS	Dois Irmãos	24815
RS	Dois Irmãos das Missões	2362
RS	Dois Lajeados	3334
RS	Dom Feliciano	14504
RS	Dom Pedrito	38148
RS	Dom Pedro de Alcântara	2728
RS	Dona Francisca	3572
RS	Doutor Maurício Cardoso	5494
RS	Doutor Ricardo	2053
RS	Eldorado do Sul	31316
RS	Encantado	19536
RS	Encruzilhada do Sul	24152
RS	Engenho Velho	1584
RS	Entre Rios do Sul	3101
RS	Entre-Ijuís	9126
RS	Erebango	2881
RS	Erechim	92945
RS	Ernestina	3010
RS	Erval Grande	5294
RS	Erval Seco	8212
RS	Esmeralda	3234
RS	Esperança do Sul	3445
RS	Espumoso	14991
RS	Estação	6086
RS	Estância Velha	40740
RS	Esteio	78816
RS	Estrela	29071
RS	Estrela Velha	3659
RS	Eugênio de Castro	3057
RS	Fagundes Varela	2508
RS	Farroupilha	59871
RS	Faxinal do Soturno	6343
RS	Faxinalzinho	2613
RS	Fazenda Vilanova	3068
RS	Feliz	11679
RS	Flores da Cunha	25307
RS	Floriano Peixoto	2148
RS	Fontoura Xavier	11074
RS	Formigueiro	7116
RS	Forquetinha	2548
RS	Fortaleza dos Valos	4597
RS	Frederico Westphalen	27308
RS	Garibaldi	28791
RS	Garruchos	3457
RS	Gaurama	6108
RS	General Câmara	8782
RS	Gentil	1579
RS	Getúlio Vargas	15961
RS	Giruá	17070
RS	Glorinha	6908
RS	Gramado	31655
RS	Gramado dos Loureiros	2370
RS	Gramado Xavier	3911
RS	Gravataí	261150
RS	Guabiju	1669
RS	Guaíba	93578
RS	Guaporé	21421
RS	Guarani das Missões	8331
RS	Harmonia	3658
RS	Herval	6873
RS	Herveiras	2825
RS	Horizontina	18305
RS	Hulha Negra	6030
RS	Humaitá	4923
RS	Ibarama	4331
RS	Ibiaçá	4681
RS	Ibiraiaras	7094
RS	Ibirapuitã	4182
RS	Ibirubá	18690
RS	Igrejinha	31113
RS	Ijuí	76739
RS	Ilópolis	4202
RS	Imbé	14940
RS	Imigrante	3013
RS	Independência	6679
RS	Inhacorá	2290
RS	Ipê	5875
RS	Ipiranga do Sul	1983
RS	Iraí	8468
RS	Itaara	4633
RS	Itacurubi	3568
RS	Itapuca	2454
RS	Itaqui	36361
RS	Itati	2677
RS	Itatiba do Sul	4574
RS	Ivorá	2378
RS	Ivoti	18517
RS	Jaboticaba	4173
RS	Jacuizinho	2619
RS	Jacutinga	3567
RS	Jaguarão	27944
RS	Jaguari	11626
RS	Jaquirana	4404
RS	Jari	3692
RS	Jóia	8279
RS	Júlio de Castilhos	19541
RS	Lagoa Bonita do Sul	2617
RS	Lagoa dos Três Cantos	1590
RS	Lagoa Vermelha	27434
RS	Lagoão	6389
RS	Lajeado	67476
RS	Lajeado do Bugre	2536
RS	Lavras do Sul	8115
RS	Liberato Salzano	6102
RS	Lindolfo Collor	5279
RS	Linha Nova	1488
RS	Maçambara	4415
RS	Machadinho	5503
RS	Mampituba	2926
RS	Manoel Viana	6784
RS	Maquiné	7374
RS	Maratá	2444
RS	Marau	33778
RS	Marcelino Ramos	5372
RS	Mariana Pimentel	3964
RS	Mariano Moro	2284
RS	Marques de Souza	4043
RS	Mata	5291
RS	Mato Castelhano	2608
RS	Mato Leitão	3585
RS	Mato Queimado	1865
RS	Maximiliano de Almeida	5059
RS	Minas do Leão	7728
RS	Miraguaí	4869
RS	Montauri	1583
RS	Monte Alegre dos Campos	3122
RS	Monte Belo do Sul	2766
RS	Montenegro	56790
RS	Mormaço	2578
RS	Morrinhos do Sul	3241
RS	Morro Redondo	6199
RS	Morro Reuter	5599
RS	Mostardas	11903
RS	Muçum	4574
RS	Muitos Capões	2969
RS	Muliterno	1800
RS	Não-Me-Toque	15228
RS	Nicolau Vergueiro	1759
RS	Nonoai	12327
RS	Nova Alvorada	3058
RS	Nova Araçá	3775
RS	Nova Bassano	8683
RS	Nova Boa Vista	2083
RS	Nova Bréscia	3162
RS	Nova Candelária	2739
RS	Nova Esperança do Sul	4775
RS	Nova Hartz	16688
RS	Nova Pádua	2484
RS	Nova Palma	6432
RS	Nova Petrópolis	17747
RS	Nova Prata	22257
RS	Nova Ramada	2461
RS	Nova Roma do Sul	3490
RS	Nova Santa Rita	20591
RS	Novo Barreiro	3858
RS	Novo Cabrais	3766
RS	Novo Hamburgo	253067
RS	Novo Machado	4246
RS	Novo Tiradentes	2331
RS	Novo Xingu	1858
RS	Osório	39290
RS	Paim Filho	4480
RS	Palmares do Sul	11423
RS	Palmeira das Missões	33846
RS	Palmitinho	6905
RS	Panambi	36360
RS	Pantano Grande	9816
RS	Paraí	6577
RS	Paraíso do Sul	7348
RS	Pareci Novo	3151
RS	Parobé	48713
RS	Passa Sete	4996
RS	Passo do Sobrado	5967
RS	Passo Fundo	183300
RS	Paulo Bento	2090
RS	Paverama	7616
RS	Pedras Altas	2546
RS	Pedro Osório	8039
RS	Pejuçara	3900
RS	Pelotas	339934
RS	Picada Café	4824
RS	Pinhal	2362
RS	Pinhal da Serra	2058
RS	Pinhal Grande	4496
RS	Pinheirinho do Vale	4411
RS	Pinheiro Machado	12939
RS	Pirapó	2988
RS	Piratini	20225
RS	Planalto	10589
RS	Poço das Antas	1976
RS	Pontão	3904
RS	Ponte Preta	1840
RS	Portão	28583
RS	Porto Alegre	1420667
RS	Porto Lucena	5631
RS	Porto Mauá	2565
RS	Porto Vera Cruz	2084
RS	Porto Xavier	10857
RS	Pouso Novo	2017
RS	Presidente Lucena	2355
RS	Progresso	6210
RS	Protásio Alves	2114
RS	Putinga	4192
RS	Quaraí	22552
RS	Quatro Irmãos	1735
RS	Quevedos	2732
RS	Quinze de Novembro	3561
RS	Redentora	9600
RS	Relvado	2196
RS	Restinga Seca	15595
RS	Rio dos Índios	4202
RS	Rio Grande	194351
RS	Rio Pardo	37704
RS	Riozinho	4406
RS	Roca Sales	9922
RS	Rodeio Bonito	5698
RS	Rolador	2795
RS	Rolante	19213
RS	Ronda Alta	9654
RS	Rondinha	5674
RS	Roque Gonzales	7297
RS	Rosário do Sul	40510
RS	Sagrada Família	2595
RS	Saldanha Marinho	2982
RS	Salto do Jacuí	12154
RS	Salvador das Missões	2601
RS	Salvador do Sul	6644
RS	Sananduva	14714
RS	Santa Bárbara do Sul	9122
RS	Santa Cecília do Sul	1716
RS	Santa Clara do Sul	5471
RS	Santa Cruz do Sul	115857
RS	Santa Margarida do Sul	2163
RS	Santa Maria	263403
RS	Santa Maria do Herval	6173
RS	Santa Rosa	64113
RS	Santa Tereza	1815
RS	Santa Vitória do Palmar	31183
RS	Santana da Boa Vista	8599
RS	Santana do Livramento	83478
RS	Santiago	49558
RS	Santo Ângelo	73800
RS	Santo Antônio da Patrulha	37910
RS	Santo Antônio das Missões	11863
RS	Santo Antônio do Palma	2216
RS	Santo Antônio do Planalto	2029
RS	Santo Augusto	13622
RS	Santo Cristo	14280
RS	Santo Expedito do Sul	2614
RS	São Borja	61834
RS	São Domingos do Sul	2854
RS	São Francisco de Assis	19523
RS	São Francisco de Paula	21278
RS	São Gabriel	57978
RS	São Jerônimo	20506
RS	São João da Urtiga	4946
RS	São João do Polêsine	2702
RS	São Jorge	2764
RS	São José das Missões	2952
RS	São José do Herval	2479
RS	São José do Hortêncio	3883
RS	São José do Inhacorá	2132
RS	São José do Norte	24905
RS	São José do Ouro	6973
RS	São José do Sul	1899
RS	São José dos Ausentes	3180
RS	São Leopoldo	207721
RS	São Lourenço do Sul	42339
RS	São Luiz Gonzaga	34487
RS	São Marcos	19641
RS	São Martinho	5853
RS	São Martinho da Serra	3409
RS	São Miguel das Missões	7382
RS	São Nicolau	5909
RS	São Paulo das Missões	6690
RS	São Pedro da Serra	3117
RS	São Pedro das Missões	1939
RS	São Pedro do Butiá	2744
RS	São Pedro do Sul	16613
RS	São Sebastião do Caí	20359
RS	São Sepé	23787
RS	São Valentim	3919
RS	São Valentim do Sul	2233
RS	São Valério do Sul	2635
RS	São Vendelino	1794
RS	São Vicente do Sul	8361
RS	Sapiranga	73979
RS	Sapucaia do Sul	122231
RS	Sarandi	20415
RS	Seberi	10870
